"ObjetoOriginal","ObjetoNovo"
"ZDE_PERC_BASE_COFINS","ZESZDE_PERC_BASE_COFINS"
"ZGLE0003","ZESZGLE0003"
"ZDE_MUN_CHEGADA","ZESZDE_MUN_CHEGADA"
"ZDE_ID_AGENT_FRETE","ZESZDE_ID_AGENT_FRETE"
"ZDE_TP_CARD_PED","ZESZDE_TP_CARD_PED"
"ZME_ASOC_PARC","ZESZME_ASOC_PARC"
"ZFILENAME","ZESZFILENAME"
"ZUF_ORIGEM","ZESZUF_ORIGEM"
"ZDE_DES_SUBOP","ZESZDE_DES_SUBOP"
"ZDEPM_DIA","ZESZDEPM_DIA"
"Z_TAXA_DIARIA","ZESZ_TAXA_DIARIA"
"ZLSCH","ZESZLSCH"
"ZDE_S_IRPJ_USD","ZESZDE_S_IRPJ_USD"
"ZDE_QTD_TON","ZESZDE_QTD_TON"
"ZDE_TP_PLANO_ADMNISTRADORA","ZESZDE_TP_PLANO_ADMNISTRADORA"
"ZDE_PROVISINAL","ZESZDE_PROVISINAL"
"ZLINHA","ZESZLINHA"
"ZDE_VALOR_FRETE_TON","ZESZDE_VALOR_FRETE_TON"
"ZDM_SE_CODE_WORKFLOW","ZESZDM_SE_CODE_WORKFLOW"
"ZDE_FILIAL_AG","ZESZDE_FILIAL_AG"
"ZCD_FLX_PREV","ZESZCD_FLX_PREV"
"ZDE_FORMATO_BODY","ZESZDE_FORMATO_BODY"
"ZSDED_TPSIM","ZESZSDED_TPSIM"
"Z_MEMO_DIRECAO","ZESZ_MEMO_DIRECAO"
"ZDE_FILIAL_RECEB","ZESZDE_FILIAL_RECEB"
"ZSDD008","ZESZSDD008"
"ZE_DESC_REDUZIDA","ZESZE_DESC_REDUZIDA"
"ZDE_CNPJ","ZESZDE_CNPJ"
"ZDE_ETAPA","ZESZDE_ETAPA"
"ZFILIAL","ZESZFILIAL"
"ZLOTE_IMP","ZESZLOTE_IMP"
"ZXNFE_IDCSRT","ZESZXNFE_IDCSRT"
"ZABASTEC","ZESZABASTEC"
"ZXNFE_TEXT","ZESZXNFE_TEXT"
"ZDE_NR_PERC_AVA_QUE","ZESZDE_NR_PERC_AVA_QUE"
"ZSALDO_BRL_NUMC","ZESZSALDO_BRL_NUMC"
"ZE_S_COD_MOTIVO_TROCA_REMONTA","ZESZE_S_COD_MOTIVO_TROCA_REMONTA"
"ZDE_TIPO_STATUS","ZESZDE_TIPO_STATUS"
"ZXNFE_CODAGENCIA","ZESZXNFE_CODAGENCIA"
"ZDM_REGISTRO_ATIVO","ZESZDM_REGISTRO_ATIVO"
"ZDE_SE_RELATIONSHIPID","ZESZDE_SE_RELATIONSHIPID"
"ZSDT_RETLOTE","ZESZSDT_RETLOTE"
"ZXNFE_CIOT","ZESZXNFE_CIOT"
"ZDE_COD_IMPORTADOR","ZESZDE_COD_IMPORTADOR"
"ZID_DDE","ZESZID_DDE"
"ZDE_ID_LOCAL_COLETA","ZESZDE_ID_LOCAL_COLETA"
"ZXNFE_IE","ZESZXNFE_IE"
"ZSDED_AREA","ZESZSDED_AREA"
"ZNOME_CURSOT","ZESZNOME_CURSOT"
"ZSDTPCHECK","ZESZSDTPCHECK"
"ZDEFIS_TP_NOTA","ZESZDEFIS_TP_NOTA"
"ZDE_INFO_ADICIONAL_1300","ZESZDE_INFO_ADICIONAL_1300"
"ZDE_DS_ENTRADA","ZESZDE_DS_ENTRADA"
"ZSTATUS_CTB","ZESZSTATUS_CTB"
"ZFIWD002","ZESZFIWD002"
"ZDE_TP_DUE","ZESZDE_TP_DUE"
"ZCTE_INFO_NOTA","ZESZCTE_INFO_NOTA"
"ZDE_SE_RELATION","ZESZDE_SE_RELATION"
"ZDE_ID_AGRUPA_FRETE","ZESZDE_ID_AGRUPA_FRETE"
"ZCALCOCKPIT","ZESZCALCOCKPIT"
"ZSD_ACAO","ZESZSD_ACAO"
"ZDM_ADM_PEDAGIO","ZESZDM_ADM_PEDAGIO"
"ZERDAT","ZESZERDAT"
"ZDE_DT_CANCELOU","ZESZDE_DT_CANCELOU"
"ZDS_STATUS_OD_VENDA","ZESZDS_STATUS_OD_VENDA"
"ZDE_ICON_ESTRATEGIA","ZESZDE_ICON_ESTRATEGIA"
"ZXNFE_HASHCSRT","ZESZXNFE_HASHCSRT"
"ZFIY_LIBRO","ZESZFIY_LIBRO"
"ZSDED033","ZESZSDED033"
"ZDE_UF_PO_EMB","ZESZDE_UF_PO_EMB"
"Z_POR_JUROS","ZESZ_POR_JUROS"
"ZPME_EMP_LOC_DESC","ZESZPME_EMP_LOC_DESC"
"ZFI_DEC15_2","ZESZFI_DEC15_2"
"ZDE_OBS_FINANCEIRA_CTR","ZESZDE_OBS_FINANCEIRA_CTR"
"ZORIGEM_COD","ZESZORIGEM_COD"
"ZDM_ST_NFE_DOCUMENTO","ZESZDM_ST_NFE_DOCUMENTO"
"ZETP_REFLEXA_PL","ZESZETP_REFLEXA_PL"
"ZRESPPEDAGIO","ZESZRESPPEDAGIO"
"ZDE_TIME_FINAL","ZESZDE_TIME_FINAL"
"ZSDED027","ZESZSDED027"
"ZDE_QTD_BLOCO_ALGODAO","ZESZDE_QTD_BLOCO_ALGODAO"
"ZGLD0001","ZESZGLD0001"
"ZTIPO","ZESZTIPO"
"ZDM_ST_ENT_PROD","ZESZDM_ST_ENT_PROD"
"ZSDDSTATUS","ZESZSDDSTATUS"
"ZDE_DESTINATION_INVOICE","ZESZDE_DESTINATION_INVOICE"
"ZCOMPLEMENTO","ZESZCOMPLEMENTO"
"ZPESO_REAL","ZESZPESO_REAL"
"ZDE_ANO_VIAGEM","ZESZDE_ANO_VIAGEM"
"ZVL_ABAST","ZESZVL_ABAST"
"ZDM_HVI_DEC","ZESZDM_HVI_DEC"
"ZDT_CONHEC","ZESZDT_CONHEC"
"ZDM_TP_UN_TRANSP","ZESZDM_TP_UN_TRANSP"
"ZSDD013","ZESZSDD013"
"ZVINC_VIRTUAL","ZESZVINC_VIRTUAL"
"ZD_ACAO_FLUXO","ZESZD_ACAO_FLUXO"
"ZDE_NR_RESULTADO_02","ZESZDE_NR_RESULTADO_02"
"ZDE_DEVOLUC_AUTO","ZESZDE_DEVOLUC_AUTO"
"ZFIWED018","ZESZFIWED018"
"ZDLES008","ZESZDLES008"
"ZDE_MSG","ZESZDE_MSG"
"ZDE_PESO_CHEG","ZESZDE_PESO_CHEG"
"ZSDED001","ZESZSDED001"
"ZCTE_PARCEIROS","ZESZCTE_PARCEIROS"
"ZDM_QTD_CICLOS","ZESZDM_QTD_CICLOS"
"ZRSI_P_BIO","ZESZRSI_P_BIO"
"ZID_EXPORT","ZESZID_EXPORT"
"ZE_S_MOD_VEICULO","ZESZE_S_MOD_VEICULO"
"ZOBS_100","ZESZOBS_100"
"ZCTE_VIAGEM_OBS","ZESZCTE_VIAGEM_OBS"
"ZCARAC","ZESZCARAC"
"ZDE_CONTA_CRED","ZESZDE_CONTA_CRED"
"ZDE_COUNTRY_DESTINO","ZESZDE_COUNTRY_DESTINO"
"ZDT_MODIFICACAO","ZESZDT_MODIFICACAO"
"ZDE_VLR_TOTAL_OUTRO","ZESZDE_VLR_TOTAL_OUTRO"
"ZPTAX","ZESZPTAX"
"ZMOTCFRETE","ZESZMOTCFRETE"
"ZCLBP_APROV_LANCMANUAL","ZESZCLBP_APROV_LANCMANUAL"
"ZLOCOPER","ZESZLOCOPER"
"ZDE_CK_INTEGRADA","ZESZDE_CK_INTEGRADA"
"ZLESED_TP_VEIC","ZESZLESED_TP_VEIC"
"ZDM_DESTINACAO","ZESZDM_DESTINACAO"
"ZID_ATLZ","ZESZID_ATLZ"
"ZDE_INF_MDFE_MODAL_RODO","ZESZDE_INF_MDFE_MODAL_RODO"
"ZCFOP_ENT","ZESZCFOP_ENT"
"ZID_APPROVALS","ZESZID_APPROVALS"
"ZT_FIM","ZESZT_FIM"
"ZDE_CK_EMITE_NF_TRANSITO","ZESZDE_CK_EMITE_NF_TRANSITO"
"ZSISCD_INDIC","ZESZSISCD_INDIC"
"ZDE_CONTINENTE","ZESZDE_CONTINENTE"
"ZDE_REGION_EXPORTADOR","ZESZDE_REGION_EXPORTADOR"
"ZDE_QTD_FAT","ZESZDE_QTD_FAT"
"ZDE_PAYMENTS_1","ZESZDE_PAYMENTS_1"
"ZDEPM_FLAG","ZESZDEPM_FLAG"
"ZDE_US_ATUALIZACAO","ZESZDE_US_ATUALIZACAO"
"ZCTE_CAN_VG","ZESZCTE_CAN_VG"
"ZDE_ALIQUOTA","ZESZDE_ALIQUOTA"
"ZIB_CTE_DIST_PLDS","ZESZIB_CTE_DIST_PLDS"
"ZDE_SALDO_CTA_LC","ZESZDE_SALDO_CTA_LC"
"ZDE_SE_DETAIL_WORKFLOW","ZESZDE_SE_DETAIL_WORKFLOW"
"ZPESO_CHEGADA","ZESZPESO_CHEGADA"
"ZSDE_REALIZADO","ZESZSDE_REALIZADO"
"ZDE_DATA_ENTRADA","ZESZDE_DATA_ENTRADA"
"ZXNFE_INFCT_REF","ZESZXNFE_INFCT_REF"
"ZDE_MOTIVO_REPROCESSAMENTO","ZESZDE_MOTIVO_REPROCESSAMENTO"
"ZDE_PESO","ZESZDE_PESO"
"ZCTE_TERC","ZESZCTE_TERC"
"ZDE_MEDICAO_ANTERIOR","ZESZDE_MEDICAO_ANTERIOR"
"ZDE_SITUACAO_CARGA","ZESZDE_SITUACAO_CARGA"
"ZDM_DOC_PARC","ZESZDM_DOC_PARC"
"ZSDE_PRICE","ZESZSDE_PRICE"
"ZTP_MOV","ZESZTP_MOV"
"ZDE_DATUM","ZESZDE_DATUM"
"ZDE_FATURA_ID","ZESZDE_FATURA_ID"
"ZDE_DOCNUM_NF","ZESZDE_DOCNUM_NF"
"ZPMARESULT","ZESZPMARESULT"
"ZCL_APP_APROV_LIB_OV","ZESZCL_APP_APROV_LIB_OV"
"ZSDED054","ZESZSDED054"
"ZRNTRC","ZESZRNTRC"
"ZDE_DESCRIPTION_OF_GOODS","ZESZDE_DESCRIPTION_OF_GOODS"
"ZDE_QTDE_ME","ZESZDE_QTDE_ME"
"ZDE_CK_FISCAL","ZESZDE_CK_FISCAL"
"Z_TAR_UNITARIA","ZESZ_TAR_UNITARIA"
"ZDE_SHIPPERS","ZESZDE_SHIPPERS"
"ZPARAM_ESPEC","ZESZPARAM_ESPEC"
"ZDE_PRAZO_002_ALERTA","ZESZDE_PRAZO_002_ALERTA"
"ZCL_WEBSERVICE_TIPCARD","ZESZCL_WEBSERVICE_TIPCARD"
"ZMME_URGENCIA_NEC","ZESZMME_URGENCIA_NEC"
"ZDE_DT_VENCIMENTO","ZESZDE_DT_VENCIMENTO"
"ZPFE_NR_LOTE_ADM","ZESZPFE_NR_LOTE_ADM"
"ZOV_PEDIDO","ZESZOV_PEDIDO"
"ZSDE_STATUS_CARGA","ZESZSDE_STATUS_CARGA"
"ZTP_MERC","ZESZTP_MERC"
"ZID_LMS","ZESZID_LMS"
"ZNR_CON","ZESZNR_CON"
"ZQTDE_AUT","ZESZQTDE_AUT"
"ZDE_TP_REFERENCIA","ZESZDE_TP_REFERENCIA"
"ZSFI_APROV_PAGTOINV_DOC","ZESZSFI_APROV_PAGTOINV_DOC"
"ZIB_CTE_DIST_EAP","ZESZIB_CTE_DIST_EAP"
"ZEXCECAO_VENCMTO_PROXIMO","ZESZEXCECAO_VENCMTO_PROXIMO"
"ZDE_STATUS_EMAIL","ZESZDE_STATUS_EMAIL"
"ZDN_EMPRESA","ZESZDN_EMPRESA"
"ZDE_EMIT_CNPJ_TX","ZESZDE_EMIT_CNPJ_TX"
"ZDE_PROTOCOLO_REC","ZESZDE_PROTOCOLO_REC"
"ZDE_NM_MUN_ORIGEM","ZESZDE_NM_MUN_ORIGEM"
"ZXNFE_EMAIL","ZESZXNFE_EMAIL"
"ZSDE_TPFRETE","ZESZSDE_TPFRETE"
"ZTIPCONTRA","ZESZTIPCONTRA"
"ZDE_DATA_RETRO_NFE","ZESZDE_DATA_RETRO_NFE"
"ZDE_PLACA_REBOQUE2","ZESZDE_PLACA_REBOQUE2"
"ZTIPOTRANSP","ZESZTIPOTRANSP"
"ZXNFE_MDFE_UFPER","ZESZXNFE_MDFE_UFPER"
"ZIB_CTE_DIST_D55","ZESZIB_CTE_DIST_D55"
"ZDE_DT_ENTRADA","ZESZDE_DT_ENTRADA"
"ZZSPORHA","ZESZZSPORHA"
"ZDE_STATUS_ROMANEIO","ZESZDE_STATUS_ROMANEIO"
"ZDE_NR_QTD_RESERVADA_LOGISTICA","ZESZDE_NR_QTD_RESERVADA_LOGISTICA"
"ZSD_FLAG_DEFE","ZESZSD_FLAG_DEFE"
"ZDE_PS_RAT_TON","ZESZDE_PS_RAT_TON"
"ZDE_CLIENTE_ID","ZESZDE_CLIENTE_ID"
"ZRSI_V_ICMS_MONO_RET","ZESZRSI_V_ICMS_MONO_RET"
"ZDE_DS_LOCAL_DESTINO","ZESZDE_DS_LOCAL_DESTINO"
"ZDE_RECUSADO","ZESZDE_RECUSADO"
"ZDE_RESIDUAL","ZESZDE_RESIDUAL"
"ZXNFE_MDFE_PROCEMI","ZESZXNFE_MDFE_PROCEMI"
"ZDE_VLR_TOTAL","ZESZDE_VLR_TOTAL"
"ZDE_DT_APROV","ZESZDE_DT_APROV"
"ZICMS_P","ZESZICMS_P"
"ZINTG_DUP","ZESZINTG_DUP"
"ZDE_NOT_STORE_LOG","ZESZDE_NOT_STORE_LOG"
"ZDE_DT_VENCIMENTO_FORM","ZESZDE_DT_VENCIMENTO_FORM"
"ZHORACHEGADA","ZESZHORACHEGADA"
"ZNR_QTD_AVARIA","ZESZNR_QTD_AVARIA"
"ZDOIZWEK","ZESZDOIZWEK"
"ZXNFE_TPUNIDTRANSPVAZIA","ZESZXNFE_TPUNIDTRANSPVAZIA"
"ZDM_IE","ZESZDM_IE"
"ZDE_QUEBRA","ZESZDE_QUEBRA"
"ZDEHR_DESCRICAO","ZESZDEHR_DESCRICAO"
"ZDO_PROTOCOLO_EUDR","ZESZDO_PROTOCOLO_EUDR"
"ZDE_LOCAL_LONGITUDE","ZESZDE_LOCAL_LONGITUDE"
"ZDE_CD_AVERBACAO","ZESZDE_CD_AVERBACAO"
"ZDEPM_UNAME","ZESZDEPM_UNAME"
"ZFIWED001Z","ZESZFIWED001Z"
"ZCTE_MOTORISTA","ZESZCTE_MOTORISTA"
"ZDESD_DIF_PRC_POS","ZESZDESD_DIF_PRC_POS"
"ZDE_ID_SITUACAO_ESTADO","ZESZDE_ID_SITUACAO_ESTADO"
"ZDE_BLOQUEIO_RH","ZESZDE_BLOQUEIO_RH"
"ZDE_ACTION_SAVE","ZESZDE_ACTION_SAVE"
"ZDE_DS_URL_FILE","ZESZDE_DS_URL_FILE"
"ZROLINHO","ZESZROLINHO"
"ZDE_VLR_UNT","ZESZDE_VLR_UNT"
"ZSYDATUM_M","ZESZSYDATUM_M"
"ZGLD0003","ZESZGLD0003"
"ZDE_SALDO_INIC","ZESZDE_SALDO_INIC"
"ZDE_OPR_IND_ZNFW","ZESZDE_OPR_IND_ZNFW"
"ZDE_DOCNUM_SUB2","ZESZDE_DOCNUM_SUB2"
"ZDM_ID_CLASSIFICACAO","ZESZDM_ID_CLASSIFICACAO"
"ZXNFE_MDFE_QCARGA","ZESZXNFE_MDFE_QCARGA"
"ZFIWED001T","ZESZFIWED001T"
"ZDE_LOG","ZESZDE_LOG"
"ZDM_SEQ_LANC","ZESZDM_SEQ_LANC"
"ZSTATUS_PLAN","ZESZSTATUS_PLAN"
"ZDE_ST_PROCESSO","ZESZDE_ST_PROCESSO"
"ZMMED010","ZESZMMED010"
"ZDE_XML_VER_TIP","ZESZDE_XML_VER_TIP"
"ZDE_WALINE_STRING","ZESZDE_WALINE_STRING"
"ZVALOR_ORI","ZESZVALOR_ORI"
"ZDE_DS_URF","ZESZDE_DS_URF"
"ZCLPM_BP_APROV_ORC_ORDEM_PM","ZESZCLPM_BP_APROV_ORC_ORDEM_PM"
"ZSD_FLG_TXNEG","ZESZSD_FLG_TXNEG"
"ZDE_PERC_REND_SI_FH_FC","ZESZDE_PERC_REND_SI_FH_FC"
"ZDE_PRAZO_004_ALERTA","ZESZDE_PRAZO_004_ALERTA"
"ZDE_HR_ULTIMO_LOGIN","ZESZDE_HR_ULTIMO_LOGIN"
"ZFI_DEC15_8","ZESZFI_DEC15_8"
"ZES_PLACA","ZESZES_PLACA"
"ZDADOS_TER","ZESZDADOS_TER"
"ZDE_QUANT_VINCULAR","ZESZDE_QUANT_VINCULAR"
"ZINTG_DET","ZESZINTG_DET"
"ZIB_CTE_DIST_N55","ZESZIB_CTE_DIST_N55"
"ZXNFE_INFADFISCO","ZESZXNFE_INFADFISCO"
"Z_TAXA","ZESZ_TAXA"
"ZSAFRA1","ZESZSAFRA1"
"ZDM_STATUS_ROTA","ZESZDM_STATUS_ROTA"
"ZINTEGRACAO0001","ZESZINTEGRACAO0001"
"ZDE_SENHA_30","ZESZDE_SENHA_30"
"ZDM_TP_DOC","ZESZDM_TP_DOC"
"ZSDED024","ZESZSDED024"
"ZDE_SEGUNDOS_INATIVOS","ZESZDE_SEGUNDOS_INATIVOS"
"ZDE_PAYMENTS_DOC","ZESZDE_PAYMENTS_DOC"
"ZDOVLR_TOTAL","ZESZDOVLR_TOTAL"
"ZDOMM_RECAP","ZESZDOMM_RECAP"
"ZSDD004","ZESZSDD004"
"ZSDE_TIPODOC","ZESZSDE_TIPODOC"
"ZDE_LINHA","ZESZDE_LINHA"
"Z_JUST121","ZESZ_JUST121"
"ZIMOB_V","ZESZIMOB_V"
"ZSDED049","ZESZSDED049"
"ZDE_ITEM_CHEGADA","ZESZDE_ITEM_CHEGADA"
"ZDE_NR_RESULTADO_04","ZESZDE_NR_RESULTADO_04"
"ZPME_CCUSTO_DESCR","ZESZPME_CCUSTO_DESCR"
"ZID_NOMEACAO","ZESZID_NOMEACAO"
"ZZDESCSTATUS","ZESZZDESCSTATUS"
"ZCOD_REGIONAL","ZESZCOD_REGIONAL"
"ZDE_ICO_MSG_HEADER","ZESZDE_ICO_MSG_HEADER"
"ZDE_ALIQUOTA_COFINS","ZESZDE_ALIQUOTA_COFINS"
"ZDE_REGISTRO_CCT","ZESZDE_REGISTRO_CCT"
"ZNRO_LIQ_CB","ZESZNRO_LIQ_CB"
"ZDE_UF_PC","ZESZDE_UF_PC"
"ZCATEGSEMEN","ZESZCATEGSEMEN"
"ZDE_DS_FUNCAO_PROCESSA","ZESZDE_DS_FUNCAO_PROCESSA"
"ZDE_SITUACAO_ESPECIAL","ZESZDE_SITUACAO_ESPECIAL"
"ZDLES006","ZESZDLES006"
"ZIM_STATUS","ZESZIM_STATUS"
"ZINTG_ICMS20","ZESZINTG_ICMS20"
"ZE_S_ID_TANQUE_DESTINO","ZESZE_S_ID_TANQUE_DESTINO"
"ZDE_LOCNEG_TOMA","ZESZDE_LOCNEG_TOMA"
"ZSDD019","ZESZSDD019"
"ZDE_MOEDA_CAMBIO","ZESZDE_MOEDA_CAMBIO"
"ZDE_TRANS_NF_PROPRI","ZESZDE_TRANS_NF_PROPRI"
"Z_GRC_TYPE_FILE","ZESZ_GRC_TYPE_FILE"
"Z_AUTH_CANC_NFE","ZESZ_AUTH_CANC_NFE"
"ZDE_CTE_DIST_ALV_T","ZESZDE_CTE_DIST_ALV_T"
"ZVLDE","ZESZVLDE"
"ZDE_TP_PRODUTO_PRODUCAO","ZESZDE_TP_PRODUTO_PRODUCAO"
"Z_DATA_FIM","ZESZ_DATA_FIM"
"ZID_BC","ZESZID_BC"
"ZID_INTEGRACAO","ZESZID_INTEGRACAO"
"ZRC_PERC2","ZESZRC_PERC2"
"ZDE_LOTE_PRODUTO","ZESZDE_LOTE_PRODUTO"
"ZESDE_OPERACAO","ZESZESDE_OPERACAO"
"ZDE_INICIO_MUNI","ZESZDE_INICIO_MUNI"
"Z_1BTXRATE","ZESZ_1BTXRATE"
"ZCANCELADO","ZESZCANCELADO"
"ZPPD001","ZESZPPD001"
"ZPERI","ZESZPERI"
"ZDE_CENTRO_EMISSOR","ZESZDE_CENTRO_EMISSOR"
"ZVALOR_FRETE_MOT_ENT","ZESZVALOR_FRETE_MOT_ENT"
"ZDE_INF_MDFE_MODAL_AQUAV_DESC","ZESZDE_INF_MDFE_MODAL_AQUAV_DESC"
"ZDE_DS_BANCO_IP","ZESZDE_DS_BANCO_IP"
"ZDE_EMIT_RSOCIAL","ZESZDE_EMIT_RSOCIAL"
"ZREGRA","ZESZREGRA"
"ZDE_CONJUNTO_TRANSPORTADOR","ZESZDE_CONJUNTO_TRANSPORTADOR"
"ZDE_COD_SUBOP","ZESZDE_COD_SUBOP"
"ZTX_ITEM_REM","ZESZTX_ITEM_REM"
"ZNIVPREMIO","ZESZNIVPREMIO"
"ZDE_DEPARTAMENTO","ZESZDE_DEPARTAMENTO"
"ZE_F_HORIMETRO","ZESZE_F_HORIMETRO"
"ZDE_DS_CENTRO_CUSTO","ZESZDE_DS_CENTRO_CUSTO"
"ZDE_LOCAL","ZESZDE_LOCAL"
"ZPMED003","ZESZPMED003"
"ZSTA","ZESZSTA"
"ZDE_MOTIVO_AJUSTE_FRETE","ZESZDE_MOTIVO_AJUSTE_FRETE"
"ZDE_CODIGO_URF_DESPACHO","ZESZDE_CODIGO_URF_DESPACHO"
"ZDE_LR_IE","ZESZDE_LR_IE"
"ZDE_OPUS_ID_IMPRESSORA","ZESZDE_OPUS_ID_IMPRESSORA"
"ZFIWED003","ZESZFIWED003"
"ZVLRCALCAC","ZESZVLRCALCAC"
"ZDE_STATUS_PROC","ZESZDE_STATUS_PROC"
"ZDT_CHEGADA","ZESZDT_CHEGADA"
"ZDE_EMAIL_PROC","ZESZDE_EMAIL_PROC"
"ZDE_COD_SEGURADORA","ZESZDE_COD_SEGURADORA"
"ZDE_REFNFP","ZESZDE_REFNFP"
"ZGRUPO_PROD","ZESZGRUPO_PROD"
"ZCTA_DESC_CONC","ZESZCTA_DESC_CONC"
"ZINTG_COFINSNT","ZESZINTG_COFINSNT"
"ZDE_TP_CARROCERIA","ZESZDE_TP_CARROCERIA"
"ZDM_ID_FATURA","ZESZDM_ID_FATURA"
"ZCURR_AMOUNT","ZESZCURR_AMOUNT"
"ZSTATUSLMT","ZESZSTATUSLMT"
"ZDE_TIP_MSG_TRANSP","ZESZDE_TIP_MSG_TRANSP"
"ZPMD010","ZESZPMD010"
"ZDM_EST_APROVACAO","ZESZDM_EST_APROVACAO"
"ZSDE_INCOTERM","ZESZSDE_INCOTERM"
"ZDE_WAERS_PED","ZESZDE_WAERS_PED"
"ZXNFE_CPF","ZESZXNFE_CPF"
"ZDE_SE_SEQUENCIA","ZESZDE_SE_SEQUENCIA"
"ZTIPO_DOC","ZESZTIPO_DOC"
"ZTMT101","ZESZTMT101"
"ZNAMESIS","ZESZNAMESIS"
"ZNR_MDFE","ZESZNR_MDFE"
"ZZPROFILECODE","ZESZZPROFILECODE"
"ZBRNFE_CONT","ZESZBRNFE_CONT"
"ZDE_PARCEIRO_PC","ZESZDE_PARCEIRO_PC"
"ZAMOS","ZESZAMOS"
"ZDE_TP_OPERACION","ZESZDE_TP_OPERACION"
"ZMMD_SYSPHERA_ID","ZESZMMD_SYSPHERA_ID"
"ZSEQ_OC","ZESZSEQ_OC"
"ZDM_SENHA_BI","ZESZDM_SENHA_BI"
"ZDE_NR_PERC_AVARIADO","ZESZDE_NR_PERC_AVARIADO"
"ZRODO_LOTA","ZESZRODO_LOTA"
"ZLCTO_COMP","ZESZLCTO_COMP"
"ZDE_NR_NF","ZESZDE_NR_NF"
"ZDE_NR_BOLETO","ZESZDE_NR_BOLETO"
"ZID_ITEM","ZESZID_ITEM"
"ZDE_DS_ALTERACAO","ZESZDE_DS_ALTERACAO"
"ZDE_ID_ORIGEM","ZESZDE_ID_ORIGEM"
"ZDE_XML_CTE","ZESZDE_XML_CTE"
"ZGLE0007","ZESZGLE0007"
"ZDEC10_3","ZESZDEC10_3"
"ZDE_DOC_PARC","ZESZDE_DOC_PARC"
"ZDM_ADM_TIPO_USO","ZESZDM_ADM_TIPO_USO"
"ZE_KM_INICIAL","ZESZE_KM_INICIAL"
"ZDE_DT_FINAL","ZESZDE_DT_FINAL"
"ZDEITM","ZESZDEITM"
"ZDESC_CTA_EQU","ZESZDESC_CTA_EQU"
"ZZITEM_TEXT","ZESZZITEM_TEXT"
"ZSD_DESC_FINALIDADE","ZESZSD_DESC_FINALIDADE"
"ZDM_TIPO_STATUS","ZESZDM_TIPO_STATUS"
"ZDE_UF_IE","ZESZDE_UF_IE"
"ZCL_APP_APROV_PAGTO_INV","ZESZCL_APP_APROV_PAGTO_INV"
"ZDM_HR_LIBERACAO","ZESZDM_HR_LIBERACAO"
"ZE_I_COD_D_TRANSA_SAAF","ZESZE_I_COD_D_TRANSA_SAAF"
"ZD_DMBTR","ZESZD_DMBTR"
"ZXI_CTE_DIST_VAGAO","ZESZXI_CTE_DIST_VAGAO"
"ZE_CONSUMO_4_2","ZESZE_CONSUMO_4_2"
"ZDM_ALIQUOTA_INTERNA","ZESZDM_ALIQUOTA_INTERNA"
"ZDE_CLIENTE","ZESZDE_CLIENTE"
"ZDE_VIAGEM_MANUAL","ZESZDE_VIAGEM_MANUAL"
"ZBR_GPF_NFE_DANFE","ZESZBR_GPF_NFE_DANFE"
"ZDE_OV_SUB","ZESZDE_OV_SUB"
"ZDE_INFS_DOC_ANT","ZESZDE_INFS_DOC_ANT"
"ZXNFE_CAPM3","ZESZXNFE_CAPM3"
"ZE_I_COD_TRANSA_SAAF","ZESZE_I_COD_TRANSA_SAAF"
"ZZDOMCUIT","ZESZZDOMCUIT"
"ZXNFE_TARA","ZESZXNFE_TARA"
"ZSDE_NAME1_PROD","ZESZSDE_NAME1_PROD"
"ZXNFE_MDFE_MODAL","ZESZXNFE_MDFE_MODAL"
"ZDE_IN_SRR_DECLARADO_2","ZESZDE_IN_SRR_DECLARADO_2"
"ZCL_APP_APROV_PAGTO_INV_IT","ZESZCL_APP_APROV_PAGTO_INV_IT"
"ZSDE_QUESTIO","ZESZSDE_QUESTIO"
"ZEGL_TPM","ZESZEGL_TPM"
"ZDE_CTE_DIST_VT_ALV_T","ZESZDE_CTE_DIST_VT_ALV_T"
"ZDE_USER_CANCEL","ZESZDE_USER_CANCEL"
"ZXI_CTE_DIST_COMPVAL","ZESZXI_CTE_DIST_COMPVAL"
"ZDE_DESC_HKONT","ZESZDE_DESC_HKONT"
"ZDE_TP_CANAL_COMUNICACAO","ZESZDE_TP_CANAL_COMUNICACAO"
"ZDE_UI_SRC_MODULO","ZESZDE_UI_SRC_MODULO"
"ZXI_CTE_DIST_ANT","ZESZXI_CTE_DIST_ANT"
"ZSDE_ECOMM_ID","ZESZSDE_ECOMM_ID"
"ZDE_FLEXIBILIDADE","ZESZDE_FLEXIBILIDADE"
"ZUKURS_CURR_04","ZESZUKURS_CURR_04"
"ZDM_PERC_ICMS","ZESZDM_PERC_ICMS"
"ZDE_TIP_RZ_SOCIAL","ZESZDE_TIP_RZ_SOCIAL"
"ZZSERVICENAME","ZESZZSERVICENAME"
"ZDE_CHAVE_NOTA","ZESZDE_CHAVE_NOTA"
"ZBC_DM_MONITORA_TIPO","ZESZBC_DM_MONITORA_TIPO"
"ZDM_TP_CARD_PED","ZESZDM_TP_CARD_PED"
"ZDDRAWBACK","ZESZDDRAWBACK"
"ZDE_NR_LPCO","ZESZDE_NR_LPCO"
"ZDE_STATUS_VE","ZESZDE_STATUS_VE"
"ZPMED011","ZESZPMED011"
"ZVLRCONHEC","ZESZVLRCONHEC"
"ZDE_DT_FERIADO","ZESZDE_DT_FERIADO"
"ZDATA_INTEGRACAO","ZESZDATA_INTEGRACAO"
